state,date,cases_cumulative,deaths_cumulative,cases_perday,deaths_perday,population,postal_code,fips,cases_percapita,,2711.69
Illinois,6/14/2020,133719,6512,602,21,12671821,IL,17,1055.25,,
Illinois,6/15/2020,134247,6543,528,31,12671821,IL,17,1059.41,,
Illinois,6/16/2020,134866,6608,619,65,12671821,IL,17,1064.3,,
Illinois,6/17/2020,135416,6687,550,79,12671821,IL,17,1068.64,,
Illinois,6/18/2020,136081,6737,665,50,12671821,IL,17,1073.89,,
Illinois,6/19/2020,136917,6801,836,64,12671821,IL,17,1080.48,,
Illinois,6/20/2020,137535,6846,618,45,12671821,IL,17,1085.36,,
Illinois,6/21/2020,138154,6865,619,19,12671821,IL,17,1090.25,,
Illinois,6/22/2020,138615,6889,461,24,12671821,IL,17,1093.88,,
Illinois,6/23/2020,139282,6925,667,36,12671821,IL,17,1099.15,,
Illinois,6/24/2020,140025,6986,743,61,12671821,IL,17,1105.01,,
Illinois,6/25/2020,140935,7024,910,38,12671821,IL,17,1112.19,,
Illinois,6/26/2020,141812,7059,877,35,12671821,IL,17,1119.11,,
Illinois,6/27/2020,142536,7083,724,24,12671821,IL,17,1124.83,,
Illinois,6/28/2020,143117,7098,581,15,12671821,IL,17,1129.41,,
Illinois,6/29/2020,143885,7115,768,17,12671821,IL,17,1135.47,,
Illinois,6/30/2020,144661,7136,776,21,12671821,IL,17,1141.6,,
Illinois,7/1/2020,145541,7160,880,24,12671821,IL,17,1148.54,,
Illinois,7/2/2020,146407,7197,866,37,12671821,IL,17,1155.37,,
Illinois,7/3/2020,147293,7222,886,25,12671821,IL,17,1162.37,,
Illinois,7/4/2020,148151,7234,858,12,12671821,IL,17,1169.14,,
Illinois,7/5/2020,148730,7241,579,7,12671821,IL,17,1173.71,,
Illinois,7/6/2020,149428,7250,698,9,12671821,IL,17,1179.21,,
Illinois,7/7/2020,150110,7281,682,31,12671821,IL,17,1184.6,,
Illinois,7/8/2020,151055,7315,945,34,12671821,IL,17,1192.05,,
Illinois,7/9/2020,152188,7333,1133,18,12671821,IL,17,1201,,
Illinois,7/10/2020,153406,7349,1218,16,12671821,IL,17,1210.61,,
Illinois,7/11/2020,154530,7372,1124,23,12671821,IL,17,1219.48,,
Illinois,7/12/2020,155355,7391,825,19,12671821,IL,17,1225.99,,
Illinois,7/13/2020,156288,7398,933,7,12671821,IL,17,1233.35,,
Illinois,7/14/2020,157055,7425,767,27,12671821,IL,17,1239.4,,
Illinois,7/15/2020,158451,7435,1396,10,12671821,IL,17,1250.42,,
Illinois,7/16/2020,159676,7457,1225,22,12671821,IL,17,1260.09,,
Illinois,7/17/2020,161042,7468,1366,11,12671821,IL,17,1270.87,,
Illinois,7/18/2020,162299,7486,1257,18,12671821,IL,17,1280.79,,
Illinois,7/19/2020,163284,7491,985,5,12671821,IL,17,1288.56,,
Illinois,7/20/2020,164552,7500,1268,9,12671821,IL,17,1298.57,,
Illinois,7/21/2020,165534,7521,982,21,12671821,IL,17,1306.32,,
Illinois,7/22/2020,167142,7544,1608,23,12671821,IL,17,1319.01,,
Illinois,7/23/2020,168766,7563,1624,19,12671821,IL,17,1331.82,,
Illinois,7/24/2020,170376,7580,1610,17,12671821,IL,17,1344.53,,
Illinois,7/25/2020,171669,7593,1293,13,12671821,IL,17,1354.73,,
Illinois,7/26/2020,173079,7595,1410,2,12671821,IL,17,1365.86,,
Illinois,7/27/2020,174442,7619,1363,24,12671821,IL,17,1376.61,,
Illinois,7/28/2020,175588,7645,1146,26,12671821,IL,17,1385.66,,
Illinois,7/29/2020,176967,7661,1379,16,12671821,IL,17,1396.54,,
Illinois,7/30/2020,178832,7677,1865,16,12671821,IL,17,1411.26,,
Illinois,7/31/2020,180701,7703,1869,26,12671821,IL,17,1426.01,,
Illinois,8/1/2020,182232,7707,1531,4,12671821,IL,17,1438.09,,
Illinois,8/2/2020,183714,7718,1482,11,12671821,IL,17,1449.78,,
Illinois,8/3/2020,185238,7728,1524,10,12671821,IL,17,1461.81,,
Illinois,8/4/2020,186598,7747,1360,19,12671821,IL,17,1472.54,,
Illinois,8/5/2020,188474,7776,1876,29,12671821,IL,17,1487.35,,
Indiana,3/6/2020,1,0,1,0,6732219,IN,18,0.01,,
Indiana,3/7/2020,1,0,0,0,6732219,IN,18,0.01,,
Indiana,3/8/2020,2,0,1,0,6732219,IN,18,0.03,,
Indiana,3/9/2020,4,0,2,0,6732219,IN,18,0.06,,
Indiana,3/10/2020,6,0,2,0,6732219,IN,18,0.09,,
Indiana,3/11/2020,11,0,5,0,6732219,IN,18,0.16,,
Indiana,3/12/2020,12,0,1,0,6732219,IN,18,0.18,,
Indiana,3/13/2020,12,0,0,0,6732219,IN,18,0.18,,
Indiana,3/14/2020,15,0,3,0,6732219,IN,18,0.22,,
Indiana,3/15/2020,19,0,4,0,6732219,IN,18,0.28,,
Indiana,3/16/2020,24,1,5,1,6732219,IN,18,0.36,,
Indiana,3/17/2020,30,2,6,1,6732219,IN,18,0.45,,
Indiana,3/18/2020,39,2,9,0,6732219,IN,18,0.58,,
Indiana,3/19/2020,56,2,17,0,6732219,IN,18,0.83,,
Indiana,3/20/2020,81,5,25,3,6732219,IN,18,1.2,,
Indiana,3/21/2020,128,6,47,1,6732219,IN,18,1.9,,
Indiana,3/22/2020,204,9,76,3,6732219,IN,18,3.03,,
Indiana,3/23/2020,264,12,60,3,6732219,IN,18,3.92,,
Indiana,3/24/2020,371,17,107,5,6732219,IN,18,5.51,,
Indiana,3/25/2020,484,19,113,2,6732219,IN,18,7.19,,
Indiana,3/26/2020,661,23,177,4,6732219,IN,18,9.82,,
Indiana,3/27/2020,992,32,331,9,6732219,IN,18,14.74,,
Indiana,3/28/2020,1239,38,247,6,6732219,IN,18,18.4,,
Indiana,3/29/2020,1522,40,283,2,6732219,IN,18,22.61,,
Indiana,3/30/2020,1797,44,275,4,6732219,IN,18,26.69,,
Indiana,3/31/2020,2177,61,380,17,6732219,IN,18,32.34,,
Indiana,4/1/2020,2578,80,401,19,6732219,IN,18,38.29,,
Indiana,4/2/2020,3056,94,478,14,6732219,IN,18,45.39,,
Indiana,4/3/2020,3455,118,399,24,6732219,IN,18,51.32,,
Indiana,4/4/2020,3975,136,520,18,6732219,IN,18,59.04,,
Indiana,4/5/2020,4437,151,462,15,6732219,IN,18,65.91,,
Indiana,4/6/2020,4986,171,551,20,6732219,IN,18,74.06,,
Indiana,4/7/2020,5544,208,558,37,6732219,IN,18,82.35,,
Indiana,4/8/2020,5986,246,442,38,6732219,IN,18,88.92,,
Indiana,4/9/2020,6400,295,414,49,6732219,IN,18,95.07,,
Indiana,4/10/2020,6960,353,560,58,6732219,IN,18,103.38,,
Indiana,4/11/2020,7494,389,534,36,6732219,IN,18,111.32,,
Indiana,4/12/2020,7990,405,496,16,6732219,IN,18,118.68,,
Indiana,4/13/2020,8300,414,310,9,6732219,IN,18,123.29,,
Indiana,4/14/2020,8598,458,298,44,6732219,IN,18,127.71,,
Indiana,4/15/2020,9030,511,432,53,6732219,IN,18,134.13,,
Indiana,4/16/2020,9619,554,589,43,6732219,IN,18,142.88,,
Indiana,4/17/2020,10235,599,616,45,6732219,IN,18,152.03,,
Indiana,4/18/2020,10730,633,495,34,6732219,IN,18,159.38,,
Indiana,4/19/2020,11301,652,571,19,6732219,IN,18,167.86,,
Indiana,4/20/2020,11784,666,483,14,6732219,IN,18,175.04,,
Indiana,4/21/2020,12214,731,430,65,6732219,IN,18,181.43,,
Indiana,4/22/2020,12575,764,361,33,6732219,IN,18,186.79,,
Indiana,4/23/2020,13196,811,621,47,6732219,IN,18,196.01,,
Indiana,4/24/2020,13848,851,652,40,6732219,IN,18,205.7,,
Indiana,4/25/2020,14567,897,719,46,6732219,IN,18,216.38,,
Indiana,4/26/2020,15187,928,620,31,6732219,IN,18,225.59,,
Indiana,4/27/2020,16137,932,950,4,6732219,IN,18,239.7,,
Indiana,4/28/2020,16783,992,646,60,6732219,IN,18,249.29,,
Indiana,4/29/2020,17409,1065,626,73,6732219,IN,18,258.59,,
Indiana,4/30/2020,18099,1114,690,49,6732219,IN,18,268.84,,
Indiana,5/1/2020,18941,1175,842,61,6732219,IN,18,281.35,,
Indiana,5/2/2020,19629,1229,688,54,6732219,IN,18,291.57,,
Indiana,5/3/2020,20267,1246,638,17,6732219,IN,18,301.04,,
Indiana,5/4/2020,20855,1264,588,18,6732219,IN,18,309.78,,
Indiana,5/5/2020,21423,1326,568,62,6732219,IN,18,318.22,,
Indiana,5/6/2020,22286,1377,863,51,6732219,IN,18,331.03,,
Indiana,5/7/2020,22942,1414,656,37,6732219,IN,18,340.78,,
Indiana,5/8/2020,23620,1447,678,33,6732219,IN,18,350.85,,
Indiana,5/9/2020,24239,1490,619,43,6732219,IN,18,360.04,,
Indiana,5/10/2020,24633,1508,394,18,6732219,IN,18,365.9,,
Indiana,5/11/2020,25134,1540,501,32,6732219,IN,18,373.34,,
Indiana,5/12/2020,25676,1578,542,38,6732219,IN,18,381.39,,
Indiana,5/13/2020,26044,1619,368,41,6732219,IN,18,386.86,,
Indiana,5/14/2020,26627,1646,583,27,6732219,IN,18,395.52,,
Indiana,5/15/2020,27281,1691,654,45,6732219,IN,18,405.23,,
Indiana,5/16/2020,27919,1741,638,50,6732219,IN,18,414.71,,
Indiana,5/17/2020,28419,1751,500,10,6732219,IN,18,422.13,,
Indiana,5/18/2020,28897,1765,478,14,6732219,IN,18,429.23,,
Indiana,5/19/2020,29402,1824,505,59,6732219,IN,18,436.74,,
Indiana,5/20/2020,29986,1864,584,40,6732219,IN,18,445.41,,
Indiana,5/21/2020,30673,1913,687,49,6732219,IN,18,455.62,,
Indiana,5/22/2020,31165,1941,492,28,6732219,IN,18,462.92,,
Indiana,5/23/2020,31674,1964,509,23,6732219,IN,18,470.48,,
Indiana,5/24/2020,32151,1976,477,12,6732219,IN,18,477.57,,
Indiana,5/25/2020,32489,1984,338,8,6732219,IN,18,482.59,,
Indiana,5/26/2020,32856,2004,367,20,6732219,IN,18,488.04,,
Indiana,5/27/2020,33242,2030,386,26,6732219,IN,18,493.77,,
Indiana,5/28/2020,33885,2068,643,38,6732219,IN,18,503.33,,
Indiana,5/29/2020,34399,2110,514,42,6732219,IN,18,510.96,,
Indiana,5/30/2020,35064,2125,665,15,6732219,IN,18,520.84,,
Indiana,5/31/2020,35429,2134,365,9,6732219,IN,18,526.26,,
Indiana,6/1/2020,35684,2142,255,8,6732219,IN,18,530.05,,
Indiana,6/2/2020,36129,2197,445,55,6732219,IN,18,536.66,,
Indiana,6/3/2020,36609,2207,480,10,6732219,IN,18,543.79,,
Indiana,6/4/2020,37005,2231,396,24,6732219,IN,18,549.67,,
Indiana,6/5/2020,37499,2258,494,27,6732219,IN,18,557.01,,
Indiana,6/6/2020,37928,2292,429,34,6732219,IN,18,563.38,,
Indiana,6/7/2020,38328,2303,400,11,6732219,IN,18,569.32,,
Indiana,6/8/2020,38553,2316,225,13,6732219,IN,18,572.66,,
Indiana,6/9/2020,38985,2339,432,23,6732219,IN,18,579.08,,
Indiana,6/10/2020,39297,2355,312,16,6732219,IN,18,583.72,,
Indiana,6/11/2020,39714,2380,417,25,6732219,IN,18,589.91,,
Indiana,6/12/2020,40114,2396,400,16,6732219,IN,18,595.85,,
Indiana,6/13/2020,40535,2413,421,17,6732219,IN,18,602.1,,
Indiana,6/14/2020,40901,2422,366,9,6732219,IN,18,607.54,,
Indiana,6/15/2020,41422,2433,521,11,6732219,IN,18,615.28,,
Indiana,6/16/2020,41780,2447,358,14,6732219,IN,18,620.6,,
Indiana,6/17/2020,42036,2475,256,28,6732219,IN,18,624.4,,
Indiana,6/18/2020,42480,2491,444,16,6732219,IN,18,631,,
Indiana,6/19/2020,42801,2516,321,25,6732219,IN,18,635.76,,
Indiana,6/20/2020,43135,2536,334,20,6732219,IN,18,640.72,,
Indiana,6/21/2020,43496,2540,361,4,6732219,IN,18,646.09,,
Indiana,6/22/2020,43709,2553,213,13,6732219,IN,18,649.25,,
Indiana,6/23/2020,43967,2569,258,16,6732219,IN,18,653.08,,
Indiana,6/24/2020,44260,2578,293,9,6732219,IN,18,657.44,,
Indiana,6/25/2020,44779,2586,519,8,6732219,IN,18,665.14,,
Indiana,6/26/2020,45269,2595,490,9,6732219,IN,18,672.42,,
Indiana,6/27/2020,45707,2616,438,21,6732219,IN,18,678.93,,
Indiana,6/28/2020,46071,2619,364,3,6732219,IN,18,684.34,,
Indiana,6/29/2020,46370,2624,299,5,6732219,IN,18,688.78,,
Indiana,6/30/2020,46740,2640,370,16,6732219,IN,18,694.27,,
Indiana,7/1/2020,47116,2650,376,10,6732219,IN,18,699.86,,
Indiana,7/2/2020,47553,2662,437,12,6732219,IN,18,706.35,,
Indiana,7/3/2020,48099,2682,546,20,6732219,IN,18,714.46,,
Indiana,7/4/2020,48628,2687,529,5,6732219,IN,18,722.32,,
Indiana,7/5/2020,49203,2693,575,6,6732219,IN,18,730.86,,
Indiana,7/6/2020,49560,2698,357,5,6732219,IN,18,736.16,,
Indiana,7/7/2020,49859,2717,299,19,6732219,IN,18,740.6,,
Indiana,7/8/2020,50309,2732,450,15,6732219,IN,18,747.29,,
Indiana,7/9/2020,50829,2739,520,7,6732219,IN,18,755.01,,
Indiana,7/10/2020,51567,2748,738,9,6732219,IN,18,765.97,,
Indiana,7/11/2020,52358,2756,791,8,6732219,IN,18,777.72,,
Indiana,7/12/2020,52892,2760,534,4,6732219,IN,18,785.65,,
Indiana,7/13/2020,53327,2762,435,2,6732219,IN,18,792.12,,
Indiana,7/14/2020,54001,2775,674,13,6732219,IN,18,802.13,,
Indiana,7/15/2020,54698,2785,697,10,6732219,IN,18,812.48,,
Indiana,7/16/2020,55413,2795,715,10,6732219,IN,18,823.1,,
Indiana,7/17/2020,56160,2803,747,8,6732219,IN,18,834.2,,
Indiana,7/18/2020,57045,2820,885,17,6732219,IN,18,847.34,,
Indiana,7/19/2020,57965,2822,920,2,6732219,IN,18,861.01,,
Indiana,7/20/2020,58607,2825,642,3,6732219,IN,18,870.55,,
Indiana,7/21/2020,59344,2846,737,21,6732219,IN,18,881.49,,
Indiana,7/22/2020,60126,2863,782,17,6732219,IN,18,893.11,,
Indiana,7/23/2020,61079,2880,953,17,6732219,IN,18,907.26,,
Indiana,7/24/2020,62081,2884,1002,4,6732219,IN,18,922.15,,
Indiana,7/25/2020,63030,2895,949,11,6732219,IN,18,936.24,,
Indiana,7/26/2020,63881,2903,851,8,6732219,IN,18,948.88,,
Indiana,7/27/2020,64417,2906,536,3,6732219,IN,18,956.85,,
Indiana,7/28/2020,65258,2924,841,18,6732219,IN,18,969.34,,
Indiana,7/29/2020,65918,2932,660,8,6732219,IN,18,979.14,,
Indiana,7/30/2020,66883,2946,965,14,6732219,IN,18,993.48,,
Indiana,7/31/2020,67800,2965,917,19,6732219,IN,18,1007.1,,
Indiana,8/1/2020,68773,2971,973,6,6732219,IN,18,1021.55,,
Indiana,8/2/2020,69531,2975,758,4,6732219,IN,18,1032.81,,
Indiana,8/3/2020,70111,2980,580,5,6732219,IN,18,1041.42,,
Indiana,8/4/2020,70944,2996,833,16,6732219,IN,18,1053.8,,
Indiana,8/5/2020,71685,3007,741,11,6732219,IN,18,1064.8,,
Iowa,3/8/2020,3,0,3,0,3155070,IA,19,0.1,,
Iowa,3/9/2020,8,0,5,0,3155070,IA,19,0.25,,
Iowa,3/10/2020,13,0,5,0,3155070,IA,19,0.41,,
Iowa,3/11/2020,14,0,1,0,3155070,IA,19,0.44,,
Iowa,3/12/2020,16,0,2,0,3155070,IA,19,0.51,,
Iowa,3/13/2020,17,0,1,0,3155070,IA,19,0.54,,
Iowa,3/14/2020,18,0,1,0,3155070,IA,19,0.57,,
Iowa,3/15/2020,22,0,4,0,3155070,IA,19,0.7,,
Iowa,3/16/2020,22,0,0,0,3155070,IA,19,0.7,,
Iowa,3/17/2020,29,0,7,0,3155070,IA,19,0.92,,
Iowa,3/18/2020,38,0,9,0,3155070,IA,19,1.2,,
Iowa,3/19/2020,44,0,6,0,3155070,IA,19,1.39,,
Iowa,3/20/2020,45,0,1,0,3155070,IA,19,1.43,,
Iowa,3/21/2020,68,0,23,0,3155070,IA,19,2.16,,
Iowa,3/22/2020,90,0,22,0,3155070,IA,19,2.85,,
Iowa,3/23/2020,105,0,15,0,3155070,IA,19,3.33,,
Iowa,3/24/2020,124,1,19,1,3155070,IA,19,3.93,,
Iowa,3/25/2020,147,1,23,0,3155070,IA,19,4.66,,
Iowa,3/26/2020,179,1,32,0,3155070,IA,19,5.67,,
Iowa,3/27/2020,236,3,57,2,3155070,IA,19,7.48,,
Iowa,3/28/2020,298,3,62,0,3155070,IA,19,9.45,,
Iowa,3/29/2020,336,4,38,1,3155070,IA,19,10.65,,
Iowa,3/30/2020,424,6,88,2,3155070,IA,19,13.44,,
Iowa,3/31/2020,498,7,74,1,3155070,IA,19,15.78,,
Iowa,4/1/2020,549,9,51,2,3155070,IA,19,17.4,,
Iowa,4/2/2020,614,11,66,2,3155070,IA,19,19.46,,
Iowa,4/3/2020,699,11,85,0,3155070,IA,19,22.15,,
Iowa,4/4/2020,786,11,87,0,3155070,IA,19,24.91,,
Iowa,4/5/2020,868,22,82,11,3155070,IA,19,27.51,,
Iowa,4/6/2020,946,25,78,3,3155070,IA,19,29.98,,
Iowa,4/7/2020,1048,26,102,1,3155070,IA,19,33.22,,
Iowa,4/8/2020,1145,27,97,1,3155070,IA,19,36.29,,
Iowa,4/9/2020,1270,27,125,0,3155070,IA,19,40.25,,
Iowa,4/10/2020,1388,31,118,4,3155070,IA,19,43.99,,
Iowa,4/11/2020,1510,34,122,3,3155070,IA,19,47.86,,
Iowa,4/12/2020,1587,41,77,7,3155070,IA,19,50.3,,
Iowa,4/13/2020,1710,44,123,3,3155070,IA,19,54.2,,
Iowa,4/14/2020,1899,44,189,0,3155070,IA,19,60.19,,
Iowa,4/15/2020,1995,53,96,9,3155070,IA,19,63.23,,
Iowa,4/16/2020,2141,60,146,7,3155070,IA,19,67.86,,
Iowa,4/17/2020,2332,64,190,4,3155070,IA,19,73.91,,
Iowa,4/18/2020,2513,74,181,10,3155070,IA,19,79.65,,
Iowa,4/19/2020,2915,75,403,1,3155070,IA,19,92.39,,
Iowa,4/20/2020,3175,79,260,4,3155070,IA,19,100.63,,
Iowa,4/21/2020,3641,83,465,4,3155070,IA,19,115.4,,
Iowa,4/22/2020,3764,90,123,7,3155070,IA,19,119.3,,
Iowa,4/23/2020,3939,96,175,8,3155070,IA,19,124.85,,
Iowa,4/24/2020,4459,107,520,9,3155070,IA,19,141.33,,
Iowa,4/25/2020,5109,112,650,6,3155070,IA,19,161.93,,
Iowa,4/26/2020,5490,118,381,6,3155070,IA,19,174.01,,
Iowa,4/27/2020,5868,127,378,8,3155070,IA,19,185.99,,
Iowa,4/28/2020,6376,136,508,9,3155070,IA,19,202.09,,
Iowa,4/29/2020,6843,148,467,12,3155070,IA,19,216.89,,
Iowa,4/30/2020,7145,162,302,14,3155070,IA,19,226.46,,
Iowa,5/1/2020,7883,170,738,8,3155070,IA,19,249.85,,
Iowa,5/2/2020,8641,175,758,5,3155070,IA,19,273.88,,
Iowa,5/3/2020,9169,184,528,9,3155070,IA,19,290.61,,
Iowa,5/4/2020,9703,188,534,4,3155070,IA,19,307.54,,
Iowa,5/5/2020,10111,207,503,19,3155070,IA,19,320.47,,
Iowa,5/6/2020,10404,219,198,12,3155070,IA,19,329.75,,
Iowa,5/7/2020,11059,231,655,12,3155070,IA,19,350.52,,
Iowa,5/8/2020,11457,243,398,12,3155070,IA,19,363.13,,
Iowa,5/9/2020,11671,252,214,9,3155070,IA,19,369.91,,
Iowa,5/10/2020,11959,265,291,13,3155070,IA,19,379.04,,
Iowa,5/11/2020,12373,271,411,6,3155070,IA,19,392.16,,
Iowa,5/12/2020,12912,289,539,18,3155070,IA,19,409.25,,
Iowa,5/13/2020,13289,306,377,17,3155070,IA,19,421.2,,
Iowa,5/14/2020,13675,318,386,12,3155070,IA,19,433.43,,
Iowa,5/15/2020,14049,336,374,18,3155070,IA,19,445.28,,
Iowa,5/16/2020,14328,346,279,10,3155070,IA,19,454.13,,
Iowa,5/17/2020,14651,351,323,5,3155070,IA,19,464.36,,
Iowa,5/18/2020,14955,355,304,4,3155070,IA,19,474,,
Iowa,5/19/2020,15296,367,341,12,3155070,IA,19,484.81,,
Iowa,5/20/2020,15868,400,577,33,3155070,IA,19,502.94,,
Iowa,5/21/2020,16170,414,297,14,3155070,IA,19,512.51,,
Iowa,5/22/2020,16510,441,347,27,3155070,IA,19,523.28,,
Iowa,5/23/2020,16898,446,381,5,3155070,IA,19,535.58,,
Iowa,5/24/2020,17434,456,536,10,3155070,IA,19,552.57,,
Iowa,5/25/2020,17628,460,194,4,3155070,IA,19,558.72,,
Iowa,5/26/2020,17999,480,371,20,3155070,IA,19,570.48,,
Iowa,5/27/2020,18446,496,447,16,3155070,IA,19,584.65,,
Iowa,5/28/2020,18672,510,226,14,3155070,IA,19,591.81,,
Iowa,5/29/2020,19019,525,347,15,3155070,IA,19,602.81,,
Iowa,5/30/2020,19336,531,321,6,3155070,IA,19,612.85,,
Iowa,5/31/2020,19621,537,281,6,3155070,IA,19,621.89,,
Iowa,6/1/2020,19789,558,168,21,3155070,IA,19,627.21,,
Iowa,6/2/2020,20017,564,231,6,3155070,IA,19,634.44,,
Iowa,6/3/2020,20376,574,359,10,3155070,IA,19,645.82,,
Iowa,6/4/2020,20943,590,564,16,3155070,IA,19,663.79,,
Iowa,6/5/2020,21332,597,389,7,3155070,IA,19,676.12,,
Iowa,6/6/2020,21527,602,195,5,3155070,IA,19,682.3,,
Iowa,6/7/2020,21794,606,267,4,3155070,IA,19,690.76,,
Iowa,6/8/2020,22111,623,317,17,3155070,IA,19,700.81,,
Iowa,6/9/2020,22271,629,160,6,3155070,IA,19,705.88,,
Iowa,6/10/2020,22733,638,462,9,3155070,IA,19,720.52,,
Iowa,6/11/2020,23103,641,370,3,3155070,IA,19,732.25,,
Iowa,6/12/2020,23455,650,352,9,3155070,IA,19,743.41,,
Iowa,6/13/2020,23792,651,337,1,3155070,IA,19,754.09,,
Iowa,6/14/2020,23959,652,167,1,3155070,IA,19,759.38,,
Iowa,6/15/2020,24110,661,151,9,3155070,IA,19,764.17,,
Iowa,6/16/2020,24263,670,153,9,3155070,IA,19,769.02,,
Iowa,6/17/2020,24616,677,353,7,3155070,IA,19,780.2,,
Iowa,6/18/2020,24959,680,343,3,3155070,IA,19,791.08,,
Iowa,6/19/2020,25424,681,465,1,3155070,IA,19,805.81,,
Iowa,6/20/2020,25552,685,128,4,3155070,IA,19,809.87,,
Iowa,6/21/2020,26020,686,468,1,3155070,IA,19,824.7,,
Iowa,6/22/2020,26217,687,197,1,3155070,IA,19,830.95,,
Iowa,6/23/2020,26470,690,253,3,3155070,IA,19,838.97,,
Iowa,6/24/2020,26897,694,427,4,3155070,IA,19,852.5,,
Iowa,6/25/2020,27384,702,487,8,3155070,IA,19,867.94,,
Iowa,6/26/2020,27828,704,444,2,3155070,IA,19,882.01,,
Iowa,6/27/2020,28203,704,375,0,3155070,IA,19,893.89,,
Iowa,6/28/2020,28520,706,317,2,3155070,IA,19,903.94,,
Iowa,6/29/2020,28874,712,354,6,3155070,IA,19,915.16,,
Iowa,6/30/2020,29152,717,278,5,3155070,IA,19,923.97,,
Iowa,7/1/2020,29618,717,466,0,3155070,IA,19,938.74,,
Iowa,7/2/2020,30259,719,641,2,3155070,IA,19,959.06,,
Iowa,7/3/2020,30631,721,372,2,3155070,IA,19,970.85,,
Iowa,7/4/2020,31167,721,536,0,3155070,IA,19,987.84,,
Iowa,7/5/2020,31612,721,445,0,3155070,IA,19,1001.94,,
Iowa,7/6/2020,31764,725,152,4,3155070,IA,19,1006.76,,
Iowa,7/7/2020,32153,732,389,7,3155070,IA,19,1019.09,,
Iowa,7/8/2020,32716,739,563,7,3155070,IA,19,1036.93,,
Iowa,7/9/2020,33316,742,600,3,3155070,IA,19,1055.95,,
Iowa,7/10/2020,34232,748,916,6,3155070,IA,19,1084.98,,
Iowa,7/11/2020,34695,748,463,0,3155070,IA,19,1099.66,,
Iowa,7/12/2020,35410,752,715,4,3155070,IA,19,1122.32,,
Iowa,7/13/2020,35631,755,221,3,3155070,IA,19,1129.33,,
Iowa,7/14/2020,35942,759,311,4,3155070,IA,19,1139.18,,
Iowa,7/15/2020,36536,777,594,18,3155070,IA,19,1158.01,,
Iowa,7/16/2020,37414,781,878,4,3155070,IA,19,1185.84,,
Iowa,7/17/2020,37903,785,489,4,3155070,IA,19,1201.34,,
Iowa,7/18/2020,38314,790,411,5,3155070,IA,19,1214.36,,
Iowa,7/19/2020,38813,793,499,3,3155070,IA,19,1230.18,,
Iowa,7/20/2020,39343,798,530,5,3155070,IA,19,1246.98,,
Iowa,7/21/2020,39721,808,378,10,3155070,IA,19,1258.96,,
Iowa,7/22/2020,40208,814,487,6,3155070,IA,19,1274.39,,
Iowa,7/23/2020,40796,820,588,6,3155070,IA,19,1293.03,,
Iowa,7/24/2020,41434,826,638,6,3155070,IA,19,1313.25,,
Iowa,7/25/2020,41886,826,452,0,3155070,IA,19,1327.58,,
Iowa,7/26/2020,42357,829,471,3,3155070,IA,19,1342.51,,
Iowa,7/27/2020,42696,836,339,7,3155070,IA,19,1353.25,,
Iowa,7/28/2020,42928,839,232,3,3155070,IA,19,1360.6,,
Iowa,7/29/2020,43623,854,695,15,3155070,IA,19,1382.63,,
Iowa,7/30/2020,44285,865,662,11,3155070,IA,19,1403.61,,
Iowa,7/31/2020,44753,872,468,7,3155070,IA,19,1418.45,,
Iowa,8/1/2020,45293,874,540,2,3155070,IA,19,1435.56,,
Iowa,8/2/2020,45723,878,430,4,3155070,IA,19,1449.19,,
Iowa,8/3/2020,45905,884,182,6,3155070,IA,19,1454.96,,
Iowa,8/4/2020,46231,888,334,4,3155070,IA,19,1465.29,,
Iowa,8/5/2020,46836,900,597,12,3155070,IA,19,1484.47,,
Kansas,3/7/2020,1,0,1,0,2913314,KS,20,0.03,,
Kansas,3/8/2020,1,0,0,0,2913314,KS,20,0.03,,
Kansas,3/9/2020,1,0,0,0,2913314,KS,20,0.03,,
Kansas,3/10/2020,1,0,0,0,2913314,KS,20,0.03,,
Kansas,3/11/2020,1,0,0,0,2913314,KS,20,0.03,,
Kansas,3/12/2020,5,1,4,1,2913314,KS,20,0.17,,
Kansas,3/13/2020,6,1,1,0,2913314,KS,20,0.21,,
Kansas,3/14/2020,8,1,2,0,2913314,KS,20,0.27,,
Kansas,3/15/2020,9,1,1,0,2913314,KS,20,0.31,,
Kansas,3/16/2020,11,1,2,0,2913314,KS,20,0.38,,
Kansas,3/17/2020,17,1,6,0,2913314,KS,20,0.58,,
Kansas,3/18/2020,22,1,5,0,2913314,KS,20,0.76,,
Kansas,3/19/2020,35,1,13,0,2913314,KS,20,1.2,,
Kansas,3/20/2020,49,1,14,0,2913314,KS,20,1.68,,
Kansas,3/21/2020,57,2,8,1,2913314,KS,20,1.96,,
Kansas,3/22/2020,66,2,9,0,2913314,KS,20,2.27,,
Kansas,3/23/2020,82,2,16,0,2913314,KS,20,2.81,,
Kansas,3/24/2020,102,3,20,1,2913314,KS,20,3.5,,
Kansas,3/25/2020,134,3,32,0,2913314,KS,20,4.6,,
Kansas,3/26/2020,173,3,39,0,2913314,KS,20,5.94,,
Kansas,3/27/2020,213,4,40,1,2913314,KS,20,7.31,,
Kansas,3/28/2020,272,6,59,2,2913314,KS,20,9.34,,
Kansas,3/29/2020,333,7,61,1,2913314,KS,20,11.43,,
Kansas,3/30/2020,374,9,41,2,2913314,KS,20,12.84,,
Kansas,3/31/2020,435,10,61,1,2913314,KS,20,14.93,,
